date,home,away,home_goals,away_goals,neutral,tournament,home_elo,away_elo
2010-06-08,Mozambique,Portugal,0,3,True,Friendly,1419.4021963242515,1524.5678921943315
2010-06-08,Spain,Poland,6,0,False,Friendly,1538.5860162414037,1557.1375917351982
2010-06-11,South Africa,Mexico,1,1,False,FIFA World Cup,1565.6719754716794,1565.402810850458
2010-06-11,Uruguay,France,0,0,True,FIFA World Cup,1532.0725066066411,1484.3132546372628
2010-06-12,South Korea,Greece,2,0,True,FIFA World Cup,1554.5401151108,1469.2368467178821
2010-06-12,Argentina,Nigeria,1,0,True,FIFA World Cup,1555.8741331119375,1548.7624086717447
2010-06-12,England,United States,1,1,True,FIFA World Cup,1541.9555562947266,1493.2482039936272
2010-06-13,Germany,Australia,4,0,True,FIFA World Cup,1534.8225997638679,1513.8250630798827
2010-06-13,Serbia,Ghana,0,1,True,FIFA World Cup,1535.629765424511,1510.969875770431
2010-06-13,Algeria,Slovenia,0,1,True,FIFA World Cup,1450.6233104682087,1525.852972652999
2010-06-14,Netherlands,Denmark,2,0,True,FIFA World Cup,1547.1857176475542,1488.7453296364292
2010-06-14,Italy,Paraguay,1,1,True,FIFA World Cup,1492.5552636668017,1515.1763213425113
2010-06-14,Japan,Cameroon,1,0,True,FIFA World Cup,1462.1922073616026,1474.7481003559708
2010-06-15,Brazil,North Korea,2,1,True,FIFA World Cup,1552.3830766949666,1503.6885621411536
2010-06-15,Ivory Coast,Portugal,0,0,True,FIFA World Cup,1527.4359455455171,1536.9268559804457
2010-06-15,New Zealand,Slovakia,1,1,True,FIFA World Cup,1478.6633992615016,1503.26300737167
2010-06-16,Honduras,Chile,0,1,True,FIFA World Cup,1474.9347182389797,1546.0650507274981
2010-06-16,South Africa,Uruguay,0,3,False,FIFA World Cup,1560.519495787627,1527.9744211071225
2010-06-16,Spain,Switzerland,0,1,True,FIFA World Cup,1557.3128888538565,1469.6184951087987
2010-06-17,Argentina,South Korea,4,1,True,FIFA World Cup,1585.260143210387,1588.7083813943375
2010-06-17,France,Mexico,0,2,True,FIFA World Cup,1488.4113401367815,1570.5552905345105
2010-06-17,Greece,Nigeria,2,1,True,FIFA World Cup,1435.0685804343445,1519.376398573295
2010-06-18,Slovenia,United States,2,2,True,FIFA World Cup,1549.4567713761876,1497.4265972818114
2010-06-18,Lithuania,Latvia,0,0,False,Baltic Cup,1484.456200450193,1482.110807164287
2010-06-18,England,Algeria,0,0,True,FIFA World Cup,1537.7771630065424,1427.01951174502
2010-06-18,Germany,Serbia,0,1,True,FIFA World Cup,1587.677220622274,1503.5040278101617
2010-06-19,Cameroon,Denmark,1,2,True,FIFA World Cup,1443.6644091341195,1451.2439663582795
