id,name,team,ip,runs,gs,so,bb,hr
668970,Gavin Hollowell,Chicago Cubs,10.333333333333334,3,0,11,8,2
650911,Cristopher Sánchez,Philadelphia Phillies,127.33333333333333,42,20,144,25,12
669622,Anthony Bender,Miami Marlins,34.333333333333336,10,0,41,12,1
683769,Hunter Gaddis,Cleveland Guardians,30.666666666666668,9,0,29,9,3
607259,Nick Martinez,Tampa Bay Rays,105.33333333333333,31,18,62,19,11
701719,Tyler Samaniego,Boston Red Sox,20.333333333333332,8,1,17,8,1
676974,Max Meyer,Miami Marlins,111.0,39,20,121,41,11
663558,Jovani Morán,Boston Red Sox,40.333333333333336,12,3,46,18,5
680736,Justin Wrobleski,Los Angeles Dodgers,100.33333333333333,30,15,73,20,8
670183,Garrett Acton,Minnesota Twins,6.666666666666667,5,0,9,3,0
670280,David Bednar,New York Yankees,40.0,15,0,45,12,2
623211,Huascar Brazobán,New York Mets,46.666666666666664,15,6,44,21,3
675540,Xzavion Curry,New York Mets,3.3333333333333335,1,0,2,1,0
681676,Ryan Fernandez,St. Louis Cardinals,13.333333333333334,9,0,20,7,1
656464,Kevin Ginkel,Arizona Diamondbacks,40.0,13,0,41,12,4
694037,Daniel Palencia,Chicago Cubs,16.666666666666668,5,0,19,6,2
676571,PJ Poulin,Washington Nationals,36.666666666666664,12,11,25,21,4
607192,Tyler Glasnow,Los Angeles Dodgers,39.666666666666664,12,7,49,13,5
669020,Ryan Rolison,Chicago Cubs,36.333333333333336,13,2,37,17,4
673513,Yuki Matsui,San Diego Padres,33.0,11,0,35,21,5
800048,Parker Messick,Cleveland Guardians,112.0,36,19,110,36,10
596001,Jakob Junis,Texas Rangers,36.0,11,1,28,6,2
670062,Julian Garcia,Cincinnati Reds,13.0,4,0,13,7,2
805326,Tyler Schweitzer,Chicago White Sox,13.0,4,0,7,4,0
656492,Foster Griffin,Washington Nationals,110.33333333333333,39,19,109,26,17
671922,Cade Smith,Cleveland Guardians,45.333333333333336,17,0,65,11,4
663554,Casey Mize,Detroit Tigers,77.33333333333333,25,14,77,18,5
696070,Kendry Rojas,Minnesota Twins,19.333333333333332,6,2,22,16,1
592779,Brock Stewart,Los Angeles Dodgers,9.666666666666666,4,0,10,5,2
691799,Grant Taylor,Chicago White Sox,48.333333333333336,20,4,67,17,4
663556,Shane McClanahan,Tampa Bay Rays,86.0,33,17,82,28,6
657044,Ryan Thompson,Arizona Diamondbacks,35.0,14,0,26,9,2
669373,Tarik Skubal,Detroit Tigers,82.66666666666667,29,14,98,11,10
680742,Jonathan Bowlan,Philadelphia Phillies,31.666666666666668,12,0,38,8,2
621016,Jose Cuas,Kansas City Royals,6.333333333333333,2,0,9,2,0
681751,Lazaro Estrada,Toronto Blue Jays,6.333333333333333,2,0,3,4,1
676428,Brant Hurter,Detroit Tigers,25.333333333333332,9,0,18,12,1
656730,Trevor Megill,Milwaukee Brewers,38.0,13,0,48,10,0
808967,Yoshinobu Yamamoto,Los Angeles Dodgers,110.66666666666667,36,17,106,25,12
700669,Gordon Graceffo,St. Louis Cardinals,47.333333333333336,17,0,26,21,4
678606,José A. Ferrer,Seattle Mariners,41.0,14,0,35,12,3
657746,Joe Ryan,Minnesota Twins,110.33333333333333,46,20,128,25,10
681035,Christian Scott,New York Mets,59.666666666666664,20,13,72,26,7
664141,JT Brubaker,San Francisco Giants,47.0,17,0,33,20,4
700712,Walbert Ureña,Los Angeles Angels,81.33333333333333,33,15,78,46,5
700842,Eduardo Rivera,Boston Red Sox,9.333333333333334,3,2,9,4,1
669330,Tyler Wells,Baltimore Orioles,46.666666666666664,18,0,48,11,5
657514,Brennan Bernardino,Colorado Rockies,40.333333333333336,18,2,30,12,2
700241,Michael McGreevy,St. Louis Cardinals,108.0,36,19,71,24,14
687531,William Kempner,Miami Marlins,12.333333333333334,4,0,14,4,1
676263,Jack Dreyer,Los Angeles Dodgers,40.0,13,1,46,10,6
696519,Samy Natera Jr.,Los Angeles Angels,15.333333333333334,5,0,22,8,1
656271,Brock Burke,Cincinnati Reds,45.666666666666664,22,0,40,27,4
701656,Logan Henderson,Milwaukee Brewers,33.333333333333336,11,7,38,7,3
657097,Jacob Webb,Chicago Cubs,42.333333333333336,17,0,49,16,6
605540,Brandon Woodruff,Milwaukee Brewers,45.333333333333336,16,9,47,10,5
820862,José Fermin,Los Angeles Angels,30.0,10,0,32,16,3
656848,Michael Petersen,Miami Marlins,42.0,16,0,50,17,4
694397,Marco Raya,Minnesota Twins,6.0,2,0,4,3,1
694918,Blade Tidwell,San Francisco Giants,12.0,4,0,10,3,1
690986,Kyle Harrison,Milwaukee Brewers,83.66666666666667,28,17,101,20,10
681217,Chase Silseth,Los Angeles Angels,35.666666666666664,13,0,45,20,3
663567,Peter Lambert,Houston Astros,92.0,31,16,91,36,11
694360,Beck Way,Kansas City Royals,20.666666666666668,7,0,19,9,4
666661,Juan Morillo,Arizona Diamondbacks,38.333333333333336,15,0,46,15,2
682120,Tim Herrin,Cleveland Guardians,32.333333333333336,12,0,27,19,4
676775,Keaton Winn,San Francisco Giants,32.333333333333336,12,0,26,10,2
669724,Brenan Hanifee,Detroit Tigers,14.666666666666666,5,2,6,4,2
647336,Michael Soroka,Arizona Diamondbacks,82.0,28,15,79,17,6
801139,Payton Tolle,Boston Red Sox,84.0,33,15,87,25,8
669387,Carmen Mlodzinski,Pittsburgh Pirates,83.66666666666667,36,9,66,28,6
687312,Gabriel Hughes,Colorado Rockies,14.333333333333334,5,2,14,5,0
680744,Ty Madden,Detroit Tigers,20.0,7,1,23,5,2
624133,Ranger Suarez,Boston Red Sox,91.33333333333333,34,17,97,26,5
676106,Emerson Hancock,Seattle Mariners,99.33333333333333,35,18,94,25,12
691945,Carter Baumler,Texas Rangers,5.666666666666667,2,0,6,6,1
669062,Erik Miller,San Francisco Giants,28.333333333333332,10,0,40,20,2
680723,Drew Rom,Milwaukee Brewers,5.666666666666667,2,0,11,4,1
572143,Burch Smith,Detroit Tigers,17.0,8,1,20,7,2
675660,Shane Drohan,Milwaukee Brewers,76.0,32,10,76,21,6
657571,Caleb Ferguson,Cincinnati Reds,19.666666666666668,7,0,19,8,2
608331,Max Fried,New York Yankees,61.666666666666664,22,10,50,19,1
663947,Tyler Holton,Detroit Tigers,42.0,19,2,35,10,5
672456,Keider Montero,Detroit Tigers,100.66666666666667,38,15,70,22,9
702193,Andrew Morris,Minnesota Twins,47.0,20,2,48,14,2
656876,Drew Rasmussen,Tampa Bay Rays,99.33333333333333,38,18,98,17,12
666277,George Soriano,St. Louis Cardinals,41.333333333333336,16,0,36,16,4
670990,Yohan Ramírez,Pittsburgh Pirates,52.333333333333336,22,0,59,31,4
687911,Bryan King,Houston Astros,44.0,18,0,34,16,5
607074,Carlos Rodón,New York Yankees,46.333333333333336,20,9,52,26,3
677161,Zack Kelly,Boston Red Sox,16.333333333333332,8,0,14,7,1
622608,Antonio Senzatela,Colorado Rockies,49.0,20,0,42,16,3
663436,Davis Martin,Chicago White Sox,106.0,39,19,97,33,6
669302,Logan Gilbert,Seattle Mariners,114.0,42,19,119,24,14
668933,Graham Ashcraft,Cincinnati Reds,27.0,11,0,32,16,2
650633,Michael King,San Diego Padres,113.33333333333333,43,20,96,45,11
676617,Riley O'Brien,St. Louis Cardinals,40.333333333333336,17,0,40,14,2
668941,JoJo Romero,St. Louis Cardinals,43.0,17,0,43,16,5
681252,Jack Anderson,Boston Red Sox,8.0,3,0,6,2,1
666745,Jhony Brito,San Diego Padres,5.333333333333333,2,0,4,1,1
680732,Sean Burke,Chicago White Sox,106.66666666666667,41,16,115,33,13
676395,Robert Garcia,Texas Rangers,8.0,5,0,6,7,0
663687,Hogan Harris,Athletics,42.666666666666664,17,0,57,27,5
592662,Robbie Ray,San Francisco Giants,106.66666666666667,46,18,90,52,15
670167,John Schreiber,Kansas City Royals,37.333333333333336,17,0,28,14,6
681916,Dylan Smith,San Francisco Giants,13.333333333333334,6,0,13,6,2
700413,Tyler Uberstine,Boston Red Sox,2.6666666666666665,1,0,2,1,1
687931,Carson Whisenhunt,San Francisco Giants,10.666666666666666,4,2,6,6,1
687064,Brandon Young,Baltimore Orioles,84.33333333333333,40,15,67,31,9
672782,Yoendrys Gómez,Minnesota Twins,44.666666666666664,19,0,39,21,6
666200,Jesús Luzardo,Philadelphia Phillies,115.33333333333333,50,20,143,37,10
813349,Connelly Early,Boston Red Sox,91.66666666666667,35,17,93,34,15
669372,J.T. Ginn,Athletics,109.33333333333333,46,19,100,49,13
670970,Adrian Morejon,San Diego Padres,52.0,22,0,59,13,3
676604,Tyler Zuber,Miami Marlins,13.0,6,0,14,3,2
682608,Peyton Gray,Texas Rangers,33.666666666666664,17,0,37,12,3
663969,Tyler Phillips,Miami Marlins,75.0,31,9,56,35,8
669093,Jeremiah Estrada,San Diego Padres,20.666666666666668,10,0,23,10,2
697812,Joe Rock,Chicago White Sox,10.333333333333334,5,0,12,11,0
667755,José Soriano,Los Angeles Angels,111.0,46,20,115,53,12
594798,Jacob deGrom,Texas Rangers,100.66666666666667,39,18,122,22,16
676879,Aaron Ashby,Milwaukee Brewers,56.666666666666664,26,1,77,29,5
677952,Braxton Ashcraft,Pittsburgh Pirates,113.33333333333333,48,19,128,27,14
625643,Reynaldo López,Atlanta Braves,61.666666666666664,28,9,54,25,8
694477,Chad Patrick,Milwaukee Brewers,74.33333333333333,29,6,62,27,8
693686,Spencer Miles,Toronto Blue Jays,64.0,27,4,61,19,5
681867,Cooper Criswell,Seattle Mariners,30.666666666666668,13,0,23,8,3
690997,Nolan McLean,New York Mets,107.33333333333333,51,19,125,39,10
595014,Blake Treinen,Los Angeles Dodgers,23.0,9,0,25,10,2
669199,Lake Bachar,Miami Marlins,51.0,22,4,57,20,6
571948,Hoby Milner,Chicago Cubs,35.666666666666664,14,0,18,9,4
681870,Erik Sabrowski,Cleveland Guardians,28.0,12,0,48,20,3
689546,Nick Davila,Seattle Mariners,20.333333333333332,9,0,9,10,1
527048,Martín Pérez,Atlanta Braves,81.33333333333333,33,14,62,32,10
544150,Albert Suárez,Baltimore Orioles,40.666666666666664,21,0,28,13,7
676282,Joey Cantillo,Cleveland Guardians,101.0,46,20,105,49,12
696131,Mason Black,Kansas City Royals,17.666666666666668,7,0,15,11,3
686613,Hunter Brown,Houston Astros,35.333333333333336,16,7,39,22,5
694973,Paul Skenes,Pittsburgh Pirates,108.33333333333333,50,20,130,24,11
641835,Tim Mayza,Philadelphia Phillies,42.666666666666664,19,3,43,10,4
677865,Justin Bruihl,St. Louis Cardinals,47.666666666666664,24,0,32,19,2
680755,Braydon Fisher,Toronto Blue Jays,47.666666666666664,23,6,48,22,6
663878,Nate Pearson,Houston Astros,20.0,10,0,16,12,1
666619,Gregory Santos,San Francisco Giants,5.0,5,0,1,3,0
804636,Jonah Tong,New York Mets,10.0,6,0,7,7,1
810938,Ben Williamson,Tampa Bay Rays,5.0,2,0,0,1,1
664849,Danny Young,Atlanta Braves,5.0,2,1,4,4,1
680694,Kyle Bradish,Baltimore Orioles,107.33333333333333,49,19,106,50,12
656550,Grant Holmes,Atlanta Braves,87.33333333333333,37,17,76,39,15
681982,Grant Anderson,Milwaukee Brewers,42.333333333333336,19,0,32,17,5
690925,Clayton Beeter,Washington Nationals,27.333333333333332,11,0,31,18,4
702056,Trey Yesavage,Toronto Blue Jays,77.0,32,15,74,40,7
805123,AJ Blubaugh,Houston Astros,62.0,26,0,63,31,7
670950,Trevor Richards,Chicago White Sox,37.0,15,0,36,11,8
647315,Zach Pop,Philadelphia Phillies,7.333333333333333,3,1,6,3,0
665622,Luis Medina,Athletics,43.666666666666664,22,1,52,22,4
663855,Jordan Hicks,Chicago White Sox,26.666666666666668,11,0,30,18,1
681517,Kyle Leahy,St. Louis Cardinals,89.33333333333333,37,18,75,33,9
489446,Kirby Yates,Los Angeles Angels,21.666666666666668,10,0,28,8,2
669711,Greg Weissert,Boston Red Sox,38.333333333333336,17,0,35,12,6
669923,George Kirby,Seattle Mariners,110.0,50,18,98,24,11
608379,Michael Wacha,Kansas City Royals,119.33333333333333,52,19,96,34,14
691587,Eury Pérez,Miami Marlins,85.66666666666667,40,16,95,34,13
676917,Cade Cavalli,Washington Nationals,104.66666666666667,53,21,119,32,9
695611,Gage Jump,Athletics,52.333333333333336,24,10,56,17,4
815083,Mitch Farris,Los Angeles Angels,40.333333333333336,19,0,40,18,8
666171,Ryan Zeferjahn,Los Angeles Angels,45.0,21,0,63,31,4
656222,Jalen Beeks,Texas Rangers,26.0,11,0,21,8,6
667297,Tommy Nance,Minnesota Twins,35.333333333333336,16,0,37,14,5
669947,Jesse Scholtens,Tampa Bay Rays,37.666666666666664,18,2,30,11,8
671737,Taj Bradley,Minnesota Twins,107.66666666666667,46,19,124,43,16
664076,Garrett Cleavinger,Tampa Bay Rays,28.0,13,0,38,13,4
676510,Nolan Hoffman,Philadelphia Phillies,4.666666666666667,2,0,2,3,0
663992,Richard Lovelady,Washington Nationals,30.333333333333332,15,5,27,21,4
664074,Cody Ponce,Toronto Blue Jays,2.3333333333333335,1,1,3,1,0
692230,Carlos Rodriguez,Milwaukee Brewers,9.333333333333334,4,0,8,4,1
657277,Logan Webb,San Francisco Giants,107.0,49,17,85,27,9
695418,Brad Lord,Washington Nationals,58.0,26,1,52,21,7
645261,Sandy Alcantara,Miami Marlins,136.66666666666666,64,21,107,37,14
801403,Chase Dollander,Colorado Rockies,44.0,19,3,47,18,6
676440,Tanner Bibee,Cleveland Guardians,113.0,51,20,87,34,20
687377,Orlando Ribalta,Washington Nationals,27.666666666666668,14,0,23,11,3
680604,Blas Castaño,Colorado Rockies,20.666666666666668,9,0,17,6,4
543037,Gerrit Cole,New York Yankees,55.0,24,10,55,12,9
615698,Cal Quantrill,Texas Rangers,50.333333333333336,26,5,31,14,8
608650,Dietrich Enns,Baltimore Orioles,16.0,8,0,13,11,0
669467,Andre Pallante,St. Louis Cardinals,100.0,46,18,72,29,10
694680,Trevor Martin,Tampa Bay Rays,11.333333333333334,8,0,7,4,4
646241,Enmanuel De Jesus,Detroit Tigers,31.666666666666668,17,0,31,13,1
694738,Landen Roupp,San Francisco Giants,104.0,50,19,106,45,7
690953,Mick Abel,Minnesota Twins,20.333333333333332,9,3,23,10,0
642397,Gregory Soto,Pittsburgh Pirates,40.666666666666664,20,0,46,18,5
668909,Gavin Williams,Cleveland Guardians,119.33333333333333,56,20,145,37,20
552640,Andrew Kittredge,Baltimore Orioles,27.0,16,0,24,7,4
677961,Cole Wilcox,Seattle Mariners,18.0,8,0,18,13,1
668984,Casey Legumina,Tampa Bay Rays,40.333333333333336,18,2,28,11,4
641745,Brad Keller,Philadelphia Phillies,31.333333333333332,15,0,32,13,4
682254,Mason Montgomery,Pittsburgh Pirates,38.0,18,5,56,18,4
701542,Will Warren,New York Yankees,98.33333333333333,56,19,96,33,14
690928,Hunter Dobbins,St. Louis Cardinals,22.333333333333332,10,3,23,10,3
696147,Sam Bachman,Los Angeles Angels,42.333333333333336,19,0,45,20,6
674841,Andrew Alvarez,Washington Nationals,49.0,22,6,53,22,2
543135,Nathan Eovaldi,Texas Rangers,111.33333333333333,53,18,120,26,19
683003,Jared Jones,Pittsburgh Pirates,40.0,19,9,48,12,5
702566,Owen Murphy,Atlanta Braves,6.666666666666667,5,1,6,2,1
681892,Kody Funderburk,Minnesota Twins,24.333333333333332,11,0,16,17,2
662253,Andrés Muñoz,Seattle Mariners,35.333333333333336,17,0,53,15,4
643377,Griffin Jax,Tampa Bay Rays,75.0,43,15,77,26,13
572955,Pierce Johnson,Cincinnati Reds,28.666666666666668,13,0,26,12,6
594580,Sam Moll,Cincinnati Reds,39.666666666666664,23,0,44,22,4
664285,Framber Valdez,Detroit Tigers,107.66666666666667,54,19,87,36,11
699823,Tyler Davis,Chicago White Sox,26.333333333333332,14,0,22,15,2
665871,Javier Assad,Chicago Cubs,61.333333333333336,28,8,37,15,12
664854,Ryan Helsley,Baltimore Orioles,15.333333333333334,9,0,21,9,3
686753,Drey Jameson,Arizona Diamondbacks,15.333333333333334,7,0,11,6,1
663460,Kris Bubic,Kansas City Royals,50.333333333333336,23,9,51,26,4
671096,Andrew Abbott,Cincinnati Reds,105.0,51,20,84,48,16
693821,Bryce Elder,Atlanta Braves,102.66666666666667,52,18,86,32,15
642232,Ryan Yarbrough,New York Yankees,37.0,18,0,27,16,3
607200,Erick Fedde,Chicago White Sox,89.0,47,9,60,35,15
677960,Ryan Weathers,New York Yankees,97.66666666666667,51,18,110,27,16
571510,Matthew Boyd,Chicago Cubs,52.0,25,10,51,14,6
804619,John Klein,Minnesota Twins,4.333333333333333,2,0,2,4,1
665152,Dean Kremer,Baltimore Orioles,26.0,14,5,29,7,9
672282,Reid Detmers,Los Angeles Angels,114.66666666666667,56,20,130,35,12
693433,Bryan Woo,Seattle Mariners,110.33333333333333,55,19,109,22,12
622663,Luis Severino,Athletics,62.666666666666664,33,12,65,31,9
684007,Shota Imanaga,Chicago Cubs,108.0,51,19,105,27,22
623454,Drew Anderson,Detroit Tigers,56.0,29,2,70,20,9
660604,Alan Rangel,Philadelphia Phillies,19.333333333333332,9,2,22,9,3
669358,Shane Baz,Baltimore Orioles,111.66666666666667,58,19,99,42,9
684974,Craig Yoho,Milwaukee Brewers,15.0,7,0,15,6,3
623474,Jimmy Herget,Colorado Rockies,25.666666666666668,14,3,27,9,4
681799,Ethan Roberts,Chicago Cubs,25.666666666666668,14,0,17,14,3
641755,Tyler Kinley,Atlanta Braves,34.0,17,0,35,14,7
641743,Anthony Kay,Chicago White Sox,93.33333333333333,48,18,76,38,13
676755,Isaac Mattson,Pittsburgh Pirates,31.666666666666668,15,0,28,14,3
643410,Mark Leiter Jr.,Athletics,33.666666666666664,16,0,38,11,2
669432,Trevor Rogers,Baltimore Orioles,96.66666666666667,48,18,77,32,10
702275,JR Ritchie,Atlanta Braves,50.333333333333336,27,7,45,30,7
670036,Matt Festa,Cleveland Guardians,39.666666666666664,20,0,41,12,6
680702,Joey Gerber,New York Mets,8.333333333333334,4,0,8,4,1
641927,Bailey Ober,Minnesota Twins,77.0,39,14,58,21,13
592332,Kevin Gausman,Toronto Blue Jays,112.33333333333333,59,20,116,32,15
660853,Enyel De Los Santos,Houston Astros,45.666666666666664,25,0,42,12,5
681293,Spencer Arrighetti,Houston Astros,87.0,44,16,87,48,12
678906,Kai-Wei Teng,Houston Astros,64.0,35,10,63,28,10
622554,Seranthony Domínguez,Chicago White Sox,33.0,19,0,40,20,5
695534,Chase Petty,Cincinnati Reds,24.666666666666668,13,2,11,7,4
607625,Seth Lugo,Kansas City Royals,110.66666666666667,62,20,89,36,15
573204,Caleb Thielbar,Chicago Cubs,28.666666666666668,15,0,37,13,8
677958,Kumar Rocker,Texas Rangers,90.0,45,16,80,34,12
542888,Shawn Armstrong,Cleveland Guardians,30.666666666666668,16,0,31,16,4
607455,Anthony Banda,Minnesota Twins,34.333333333333336,19,0,33,15,3
656546,Jeff Hoffman,Toronto Blue Jays,42.333333333333336,25,0,66,16,4
656427,Jack Flaherty,Detroit Tigers,82.33333333333333,49,18,98,40,9
656234,Jake Bird,New York Yankees,30.0,15,0,30,9,4
694350,Zach Brzykcy,Miami Marlins,2.0,1,0,2,2,0
665645,Kervin Castro,New York Yankees,2.0,1,0,2,0,0
543056,Danny Coulombe,Boston Red Sox,22.0,11,0,10,15,1
676105,Jeff Criswell,Colorado Rockies,4.0,2,0,3,3,2
808970,Woo-Suk Go,Minnesota Twins,2.0,1,0,1,1,1
657612,Tim Hill,New York Yankees,36.0,20,0,17,7,7
695049,Brett Kerry,Los Angeles Angels,4.0,2,0,2,1,0
663568,Stephen Kolek,Kansas City Royals,54.0,30,10,34,12,8
622761,Jorge Mateo,Atlanta Braves,2.0,1,0,0,1,0
688158,David Morgan,San Diego Padres,22.0,12,0,26,13,2
680951,Doug Nikhazy,Chicago White Sox,2.0,1,0,1,2,0
601713,Nick Pivetta,San Diego Padres,16.0,8,4,24,6,0
608371,Lucas Sims,Chicago White Sox,10.0,7,0,10,7,1
664954,Brett Sullivan,Colorado Rockies,6.0,3,0,1,2,1
677020,Josh Walker,Baltimore Orioles,6.0,3,0,7,2,1
689254,Mason Fluharty,Toronto Blue Jays,37.666666666666664,19,3,45,16,5
669438,Mason Englert,Tampa Bay Rays,35.666666666666664,19,3,32,8,9
677944,Slade Cecconi,Cleveland Guardians,99.0,52,19,77,31,13
663372,Ryan Feltner,Colorado Rockies,63.333333333333336,35,13,47,24,11
608718,Brent Suter,Los Angeles Angels,55.333333333333336,33,2,48,14,6
660761,José Suarez,Athletics,51.333333333333336,28,2,56,22,4
663903,Brady Singer,Cincinnati Reds,96.66666666666667,54,19,82,31,21
445276,Kenley Jansen,Detroit Tigers,23.666666666666668,13,0,25,13,5
805673,Zebby Matthews,Minnesota Twins,67.0,34,11,54,18,14
676083,Janson Junk,Miami Marlins,65.0,36,12,48,17,9
669684,Chris Murphy,Chicago White Sox,21.666666666666668,12,2,21,12,2
694297,Brandon Pfaadt,Arizona Diamondbacks,59.0,33,7,44,18,8
623149,Paul Sewald,Arizona Diamondbacks,35.333333333333336,19,0,40,9,8
666157,Nick Lodolo,Cincinnati Reds,62.666666666666664,32,12,50,27,9
702474,Mike Paredes,Minnesota Twins,31.333333333333332,17,5,19,12,6
669060,Bryse Wilson,Milwaukee Brewers,13.666666666666666,7,0,12,2,2
668873,Caleb Kilian,San Francisco Giants,39.0,22,0,48,18,5
670245,Ryan Watson,Boston Red Sox,50.666666666666664,26,0,40,18,8
663485,Cole Sands,Minnesota Twins,11.666666666666666,6,0,11,4,2
681810,Austin Warren,New York Mets,35.0,19,2,37,18,5
674444,Steven Cruz,Kansas City Royals,33.0,18,2,41,16,9
686930,Mason Barnett,Athletics,21.333333333333332,11,0,21,12,5
663767,Chase Shugart,Philadelphia Phillies,31.0,16,0,36,11,7
676051,Codi Heuer,Cleveland Guardians,9.666666666666666,5,0,6,5,0
518886,Craig Kimbrel,Tampa Bay Rays,29.0,17,0,27,12,4
642547,Freddy Peralta,New York Mets,104.33333333333333,61,20,104,44,15
592773,Ryne Stanek,St. Louis Cardinals,36.666666666666664,21,0,40,21,6
642207,Devin Williams,New York Mets,32.666666666666664,22,0,45,19,3
682445,Domingo Gonzalez,Seattle Mariners,7.666666666666667,4,0,5,5,1
664991,Grant Wolfram,Baltimore Orioles,28.666666666666668,18,0,32,8,1
681190,Randy Vásquez,San Diego Padres,84.0,48,16,60,27,14
678020,Seth Halvorsen,Colorado Rockies,19.0,10,0,17,15,3
607067,Colin Rea,Chicago Cubs,100.66666666666667,55,16,76,37,15
640455,Sean Manaea,New York Mets,79.66666666666667,49,7,81,26,12
695684,Elmer Rodríguez,New York Yankees,17.0,9,4,10,11,1
608372,Tomoyuki Sugano,Colorado Rockies,90.66666666666667,50,17,51,23,18
696149,Bubba Chandler,Pittsburgh Pirates,94.33333333333333,56,18,85,55,10
669160,Dustin May,St. Louis Cardinals,98.0,55,19,95,32,7
676760,Ron Marinaccio,San Diego Padres,47.0,25,0,38,18,9
693855,Ian Seymour,Tampa Bay Rays,67.66666666666667,39,7,79,26,12
669022,MacKenzie Gore,Texas Rangers,110.66666666666667,59,21,122,42,14
689296,Anthony Nunez,Baltimore Orioles,39.333333333333336,25,0,41,16,5
686218,Emmet Sheehan,Los Angeles Dodgers,82.33333333333333,45,17,93,26,15
641778,Eric Lauer,Los Angeles Dodgers,76.66666666666667,41,12,47,27,18
663776,Patrick Sandoval,Boston Red Sox,9.333333333333334,6,2,10,2,1
669270,Joel Kuhnel,Milwaukee Brewers,35.333333333333336,21,0,22,12,6
666142,Cole Ragans,Kansas City Royals,35.333333333333336,20,8,45,23,10
689520,Cody Laweryson,Minnesota Twins,16.666666666666668,12,0,18,8,3
669165,Kyle Hurt,Los Angeles Dodgers,31.333333333333332,17,1,38,16,3
702070,Noah Cameron,Kansas City Royals,95.66666666666667,57,18,91,32,13
622491,Luis Castillo,Seattle Mariners,87.66666666666667,57,15,81,28,12
665660,Elvis Alvarado,Athletics,27.333333333333332,15,0,35,10,5
621366,Ryan Borucki,San Francisco Giants,23.666666666666668,14,0,15,9,3
605288,Adrian Houser,San Francisco Giants,80.0,49,14,55,27,13
669194,Ryne Nelson,Arizona Diamondbacks,83.33333333333333,53,15,62,22,18
808963,Roki Sasaki,Los Angeles Dodgers,86.66666666666667,50,17,85,34,19
687570,Connor Prielipp,Minnesota Twins,66.66666666666667,45,13,71,25,8
669461,Matthew Liberatore,St. Louis Cardinals,93.66666666666667,57,19,88,36,17
691008,Max Rajcic,St. Louis Cardinals,9.0,5,0,8,6,1
676534,Calvin Faucher,Miami Marlins,41.333333333333336,28,0,41,29,0
686790,Trevor McDonald,San Francisco Giants,66.33333333333333,40,13,54,21,6
687473,Ryan Gusto,Miami Marlins,28.666666666666668,17,6,25,10,3
671936,Adam Macko,Toronto Blue Jays,19.666666666666668,11,1,21,9,2
676664,JP Sears,San Diego Padres,19.666666666666668,12,4,17,8,4
806188,Cade Gibson,Miami Marlins,25.0,15,0,23,10,1
677955,Jaden Hill,Colorado Rockies,26.666666666666668,15,0,28,17,2
691951,Sam Aldegheri,Los Angeles Angels,33.666666666666664,21,6,22,17,5
679883,Luinder Avila,Kansas City Royals,56.666666666666664,32,9,50,34,6
686560,Gavin Collyer,Texas Rangers,23.0,14,0,22,19,1
666808,Camilo Doval,New York Yankees,35.333333333333336,27,0,35,12,6
665795,Edward Cabrera,Chicago Cubs,72.33333333333333,46,14,65,29,14
702021,Will Dion,Cleveland Guardians,12.333333333333334,11,0,14,3,2
702752,Jonathan Pintaro,New York Mets,12.333333333333334,7,0,12,3,3
683232,Nick Mears,Kansas City Royals,19.333333333333332,11,0,15,11,2
669212,Eli Morgan,Kansas City Royals,19.333333333333332,11,0,16,9,5
700249,Cade Povich,Baltimore Orioles,19.333333333333332,11,3,12,7,4
656605,Mitch Keller,Pittsburgh Pirates,103.33333333333333,64,19,77,35,13
690155,Matt Pushard,St. Louis Cardinals,7.0,5,0,6,4,0
608337,Lucas Giolito,San Diego Padres,29.666666666666668,19,5,18,23,4
687075,Brandon Sproat,Milwaukee Brewers,82.0,48,16,87,39,15
677053,Andrew Nardi,Miami Marlins,22.666666666666668,13,0,27,11,4
671212,Joe Boyle,Tampa Bay Rays,15.666666666666666,11,3,16,6,1
608566,Germán Márquez,San Diego Padres,41.666666666666664,25,8,28,20,10
592791,Jameson Taillon,Chicago Cubs,67.66666666666667,40,13,59,23,20
664129,Geoff Hartlieb,Athletics,8.666666666666666,5,0,3,3,1
685005,Christian Roa,Houston Astros,8.666666666666666,5,0,6,7,1
518876,Merrill Kelly,Arizona Diamondbacks,98.66666666666667,59,17,62,40,21
668674,Lucas Erceg,Kansas City Royals,38.0,26,0,27,21,4
571578,Patrick Corbin,Toronto Blue Jays,77.66666666666667,46,15,60,25,11
663623,Jake Irvin,Washington Nationals,51.666666666666664,34,11,58,22,7
688883,Peyton Pallette,Cleveland Guardians,20.666666666666668,13,0,22,16,2
663574,Tony Santillan,Cincinnati Reds,31.0,20,0,28,14,9
688107,Robert Gasser,Milwaukee Brewers,46.333333333333336,28,9,43,14,10
657756,Connor Seabold,Kansas City Royals,24.0,15,0,20,11,2
500779,Jose Quintana,Colorado Rockies,41.0,27,9,20,17,6
621074,Michael Rucker,Seattle Mariners,13.666666666666666,10,0,14,6,2
605135,Chris Bassitt,Baltimore Orioles,56.333333333333336,34,10,37,22,6
641401,Connor Brogdon,Cleveland Guardians,15.333333333333334,12,0,14,3,5
683004,Jack Leiter,Texas Rangers,80.0,50,15,83,35,14
689441,Coleman Crow,Milwaukee Brewers,18.666666666666668,13,4,10,6,2
641816,Tyler Mahle,San Francisco Giants,78.0,47,15,73,32,12
